respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.10228737063944411,0.280984018519003
26708,0.04539359105511576,0.04151241852963498
26709,0.42023811641108677,0.7274419607120817
26710,0.5191230182110202,0.8585104964523048
26711,0.24638995250101375,0.5491263993243884
26712,0.44894991318129046,0.9203126751422368
26713,0.34327645819154323,0.5195708492334811
26714,0.1207887609906118,0.26236245467584746
26715,0.029268877970011705,0.14155489049566533
26716,0.2068014620614642,0.8476281496300091
26717,0.02328330127636137,0.35926730105172644
26718,0.20536624111419002,0.3782404718999931
26719,0.10148682826639295,0.9058540717015066
26720,0.08217736692686518,0.16389273191775308
26721,0.4354845979297389,0.4421658751652599
26722,0.03794732021601814,0.07931363933530372
26723,0.6256662891028695,0.8433814845159989
26724,0.1330033816207061,0.5903784513207297
26725,0.04417338655164781,0.08519847710586931
26726,0.012583126939035563,0.03748633625202143
26727,0.3053422657623639,0.7707343954636424
26728,0.23769734295753922,0.5273841922512721
26729,0.06679426726163225,0.2572739348187693
26730,0.043575922140982194,0.18746130673252437
26731,0.024419839312907813,0.3389675292661336
26732,0.1394086781186426,0.09778700971483806
26733,0.9020445556774784,0.9610463099470631
26734,0.857145995261889,0.42069964407761573
26735,0.14262666339353575,0.4637759997061104
26736,0.08244520433289013,0.17133904660332985
26737,0.08854988769172717,0.13274609984001695
26738,0.6769783365750544,0.8939349611210143
26739,0.09365924244626431,0.17473880047362544
26740,0.15399755384584293,0.1390933250245016
26741,0.19883348810004853,0.926686939178417
26742,0.14301878512781863,0.4512859378478972
26743,0.039326114518812204,0.43915519896770666
26744,0.06597074394890831,0.5541138467843365
26745,0.1381397711692479,0.9426827895114293
26746,0.09361431531626256,0.2828507701107046
26747,0.09546191434017579,0.4144672158653566
26748,0.12699472978108936,0.09689801132549154
26749,0.08193436012956537,0.6623077298366506
26750,0.6749440771575467,0.9077300037803654
26751,0.334711744596743,0.702058547557383
26752,0.031246584908312492,0.033533952184816605
26753,0.21752625307974144,0.6325667522535569
26754,0.08603091402959125,0.4550009618790657
26755,0.092349627344942,0.28950249678151646
26756,0.019238242507509606,0.04950708712291445
26757,0.47786283107222893,0.5491407358457678
26758,0.6301016232212447,0.8945827719492621
26759,0.05270749729107933,0.2103796948930667
26760,0.008453126508574245,0.01631657114582456
26761,0.17049469393117003,0.6063764658950824
26762,0.17972497908496682,0.820514304105568
26763,0.905927033972555,0.9821368591810758
26764,0.9323827427924878,0.9717744505929666
26765,0.044274072321842224,0.7451985266832789
26766,0.14001281015717035,0.14795430224189082
26767,0.7599477315539465,0.7296799268894077
26768,0.011547484231200205,0.35248406519731307
26769,0.11601166594731979,0.16776869582249163
26770,0.12555738916293224,0.6736475480920233
26771,0.10255869032861999,0.20564057784431417
26772,0.09691576567807231,0.38606345166390665
26773,0.0223882307687188,0.5029429537350557
26774,0.041199180747711624,0.5927757601938646
26775,0.12426017683451601,0.5202565375873028
26776,0.3706801707904207,0.28173522302128207
26777,0.15563366804447482,0.9271531841635546
26778,0.1349819442762703,0.15604912675543703
26779,0.10861766939622483,0.4261399789006837
26780,0.1835778732676292,0.9460965827279847
26781,0.05395556353817067,0.4385530048931193
26782,0.05201899885530611,0.3241529360771325
26783,0.07712702713442658,0.4122920374516222
26784,0.3650248538296103,0.8669139600690072
26785,0.27512380379963963,0.4420533666255743
26786,0.14060364017442983,0.2703777461284302
26787,0.09856955535683189,0.47328177385174103
26788,0.15611837342222346,0.9338297718393478
26789,0.015175432208126815,0.2593236306115557
26790,0.07030413337724806,0.3177269029042188
26791,0.053205107523445476,0.0766736802461846
26792,0.25835601398083297,0.8070771780749058
26793,0.12096151904400292,0.879867732936767
26794,0.7423972088491348,0.8849744581054679
26795,0.06342691372690594,0.9412772463394321
26796,0.06680617902244333,0.08089606271705534
26797,0.09304551518469456,0.5963730242002591
26798,0.22950333042096085,0.21500668251394014
26799,0.19315480307062427,0.15401131415064667
26800,0.0423513372421527,0.903785685657763
26801,0.202511779024672,0.31528996163690054
26802,0.09267663900058937,0.18967671116854776
26803,0.05341642757195654,0.12284997817833244
26804,0.05485148245797701,0.07724288382622897
26805,0.08221045471798213,0.16764817855574693
26806,0.07859493191938266,0.8811546776469991
26807,0.6514264251201858,0.9458192268258158
26808,0.22978828136179524,0.5450209391141093
26809,0.6647571943445423,0.11430521835630646
26810,0.03620568191870146,0.0916067871106123
26811,0.053666696751109556,0.061127125294198024
26812,0.12837757751006623,0.705817725465464
26813,0.29999105950448546,0.31293109047578216
26814,0.04355962012178633,0.4597066842990471
26815,0.058816733443744634,0.15672055414363995
